userProfileId;displayName;totalKilocalories;activeKilocalories;bmrKilocalories;wellnessKilocalories;burnedKilocalories;consumedKilocalories;remainingKilocalories;totalSteps;netCalorieGoal;totalDistanceMeters;wellnessDistanceMeters;wellnessActiveKilocalories;netRemainingKilocalories;userDailySummaryId;calendarDate;rule;uuid;dailyStepGoal;wellnessStartTimeGmt;wellnessStartTimeLocal;wellnessEndTimeGmt;wellnessEndTimeLocal;durationInMilliseconds;wellnessDescription;highlyActiveSeconds;activeSeconds;sedentarySeconds;sleepingSeconds;includesWellnessData;includesActivityData;includesCalorieConsumedData;privacyProtected;moderateIntensityMinutes;vigorousIntensityMinutes;floorsAscendedInMeters;floorsDescendedInMeters;floorsAscended;floorsDescended;intensityMinutesGoal;userFloorsAscendedGoal;minHeartRate;maxHeartRate;restingHeartRate;lastSevenDaysAvgRestingHeartRate;source;averageStressLevel;maxStressLevel;stressDuration;restStressDuration;activityStressDuration;uncategorizedStressDuration;totalStressDuration;lowStressDuration;mediumStressDuration;highStressDuration;stressPercentage;restStressPercentage;activityStressPercentage;uncategorizedStressPercentage;lowStressPercentage;mediumStressPercentage;highStressPercentage;stressQualifier;measurableAwakeDuration;measurableAsleepDuration;lastSyncTimestampGMT;minAvgHeartRate;maxAvgHeartRate;bodyBatteryChargedValue;bodyBatteryDrainedValue;bodyBatteryHighestValue;bodyBatteryLowestValue;bodyBatteryMostRecentValue;bodyBatteryDuringSleep;bodyBatteryAtWakeTime;bodyBatteryVersion;abnormalHeartRateAlertsCount;averageSpo2;lowestSpo2;latestSpo2;latestSpo2ReadingTimeGmt;latestSpo2ReadingTimeLocal;averageMonitoringEnvironmentAltitude;restingCaloriesFromActivity;avgWakingRespirationValue;highestRespirationValue;lowestRespirationValue;latestRespirationValue;latestRespirationTimeGMT;rule.typeId;rule.typeKey;respirationAlgorithmVersion;hrvValue;sleepHours;stressLevel;steps
120103153;;2951.0;737.0;2214.0;2951.0;;;2951.0;5664.0;;40153.0;4639.0;737.0;737.0;120103153.0;2024-07-16;;32d90fbd6ef44beaad4433405d53aa31;5560.0;2024-07-15T22:00:00.0;2024-07-16T00:00:00.0;2024-07-16T22:00:00.0;2024-07-17T00:00:00.0;86400000.0;;1418.0;5424.0;79558.0;0.0;True;True;False;False;48.0;19.0;20.282;8.916;6.6542;2.9252;150.0;10.0;62.0;172.0;75.0;77.0;GARMIN;51.0;94.0;7080.0;720.0;13140.0;65220.0;86160.0;3300.0;2880.0;900.0;8.22;0.84;15.25;75.7;3.83;3.34;1.04;UNKNOWN;20940.0;0.0;;62.0;164.0;1.0;63.0;77.0;14.0;14.0;;;2.0;;;;;;;147.0;124.0;13.0;20.0;8.0;14.0;2024-07-16T19:52:00.0;2.0;private;;;0.0;;
120103153;;3041.0;827.0;2214.0;3041.0;;;3041.0;13519.0;;13723.0;13723.0;827.0;827.0;120103153.0;2024-07-17;;4d3e68835fad40d283ed32e17c1f94c0;5570.0;2024-07-16T22:00:00.0;2024-07-17T00:00:00.0;2024-07-17T22:00:00.0;2024-07-18T00:00:00.0;86400000.0;;5383.0;4772.0;76245.0;0.0;True;True;False;False;2.0;44.0;91.839;64.997;30.13091;21.32448;150.0;10.0;55.0;184.0;61.0;74.0;GARMIN;44.0;94.0;20280.0;8100.0;15420.0;42480.0;86280.0;9600.0;6900.0;3780.0;23.5;9.39;17.87;49.24;11.13;8.0;4.38;BALANCED_AWAKE;43800.0;0.0;;56.0;184.0;2.0;69.0;85.0;18.0;18.0;;;2.0;;;;;;;65.0;66.0;13.0;17.0;9.0;14.0;2024-07-17T21:28:00.0;2.0;private;;;0.0;;
120103153;;3536.0;1322.0;2214.0;3536.0;;;3536.0;7826.0;;10162.0;6450.0;1322.0;1322.0;120103153.0;2024-07-18;;ee31637cb475475199d6ca3ea774b656;7160.0;2024-07-17T22:00:00.0;2024-07-18T00:00:00.0;2024-07-18T22:00:00.0;2024-07-19T00:00:00.0;86400000.0;;3786.0;6985.0;75629.0;0.0;True;True;False;False;35.0;39.0;20.193;21.332;6.625;6.99869;150.0;10.0;56.0;179.0;68.0;72.0;GARMIN;49.0;96.0;22680.0;5040.0;20280.0;37980.0;85980.0;10620.0;7020.0;5040.0;26.38;5.86;23.59;44.17;12.35;8.16;5.86;STRESSFUL_AWAKE;48000.0;0.0;;57.0;173.0;0.0;68.0;78.0;10.0;10.0;;;2.0;;;;;;;96.0;106.0;13.0;18.0;10.0;14.0;2024-07-18T22:00:00.0;2.0;private;;;0.0;;
120103153;;3002.0;788.0;2214.0;3002.0;;;3002.0;3507.0;;33016.0;2920.0;788.0;788.0;120103153.0;2024-07-19;;22d5056b85594b03beaa92e1a2c3f6ed;7300.0;2024-07-18T22:00:00.0;2024-07-19T00:00:00.0;2024-07-19T22:00:00.0;2024-07-20T00:00:00.0;86400000.0;;2233.0;3939.0;50528.0;29700.0;True;True;False;False;45.0;29.0;20.153;2.924;6.61188;0.95932;150.0;10.0;47.0;166.0;50.0;65.0;GARMIN;29.0;97.0;18540.0;32040.0;16920.0;18600.0;86100.0;11400.0;4560.0;2580.0;21.53;37.21;19.65;21.6;13.24;5.3;3.0;BALANCED;39420.0;28080.0;;48.0;161.0;62.0;46.0;69.0;7.0;18.0;62.0;;2.0;;;;;;;71.0;242.0;13.0;17.0;9.0;13.0;2024-07-19T21:36:00.0;2.0;private;;;8.25;;
120103153;;2396.0;182.0;2214.0;2396.0;;;2396.0;6260.0;;5148.0;5148.0;182.0;182.0;120103153.0;2024-07-20;;ba19acdd87254d27870af3cd3d63e34d;6920.0;2024-07-19T22:00:00.0;2024-07-20T00:00:00.0;2024-07-20T22:00:00.0;2024-07-21T00:00:00.0;86400000.0;;1668.0;6346.0;78386.0;0.0;True;False;False;False;0.0;0.0;3.687;0.0;1.20965;0.0;150.0;10.0;58.0;104.0;69.0;65.0;GARMIN;38.0;90.0;13260.0;1920.0;26280.0;44880.0;86340.0;10560.0;2280.0;420.0;15.36;2.22;30.44;51.98;12.23;2.64;0.49;VERY_STRESSFUL_AWAKE;41460.0;0.0;;58.0;103.0;0.0;30.0;62.0;19.0;19.0;;;2.0;;;;;;;116.0;;13.0;15.0;11.0;14.0;2024-07-20T21:30:00.0;2.0;private;;;0.0;;
120103153;;3041.0;1006.0;2035.0;3041.0;;;3041.0;23245.0;;13851.0;13851.0;1006.0;1006.0;120103153.0;2024-07-21;;ad726a381ac44760ac9b114bec8a5854;6790.0;2024-07-20T22:00:00.0;2024-07-21T00:00:00.0;2024-07-21T20:04:00.0;2024-07-21T22:04:00.0;79440000.0;;2486.0;14368.0;62586.0;0.0;True;True;False;False;116.0;7.0;844.685;108.597;277.12762;35.62894;150.0;10.0;51.0;135.0;55.0;64.0;GARMIN;27.0;98.0;10500.0;14580.0;26640.0;27120.0;78840.0;8640.0;1560.0;300.0;13.32;18.49;33.79;34.4;10.96;1.98;0.38;BALANCED_AWAKE;51720.0;0.0;;53.0;132.0;2.0;62.0;87.0;27.0;27.0;;;2.0;;;;;;;634.0;320.0;13.0;16.0;10.0;13.0;2024-07-21T20:04:00.0;2.0;private;;;0.0;;
120103153;;3522.0;1427.0;2095.0;3522.0;;;3522.0;19984.0;;12037.0;11614.0;1427.0;1427.0;120103153.0;2024-07-22;;925458bd26ba4dfca3dadadfed327109;8440.0;2024-07-21T22:00:00.0;2024-07-22T00:00:00.0;2024-07-22T20:43:00.0;2024-07-22T22:43:00.0;81780000.0;;2332.0;19912.0;59536.0;0.0;True;True;False;False;99.0;36.0;653.426;465.879;214.37861;152.84744;150.0;10.0;58.0;156.0;67.0;64.0;GARMIN;52.0;91.0;6240.0;540.0;36180.0;8580.0;51540.0;3300.0;2040.0;900.0;12.11;1.05;70.2;16.65;6.4;3.96;1.75;VERY_STRESSFUL_AWAKE;42960.0;0.0;;60.0;155.0;0.0;55.0;82.0;27.0;27.0;;;2.0;;;;;;;1815.0;555.0;12.0;15.0;9.0;12.0;2024-07-22T17:58:00.0;2.0;private;;;0.0;;
120103153;;3561.0;1347.0;2214.0;3561.0;;;3561.0;34349.0;;19998.0;19998.0;1347.0;1347.0;120103153.0;2024-07-23;;4720a2ff69034988b003cb459f744a32;10440.0;2024-07-22T22:00:00.0;2024-07-23T00:00:00.0;2024-07-23T22:00:00.0;2024-07-24T00:00:00.0;86400000.0;;2904.0;22183.0;56213.0;5100.0;True;True;False;False;144.0;10.0;1113.419;992.048;365.29495;325.47507;150.0;10.0;48.0;142.0;49.0;60.0;GARMIN;29.0;93.0;6180.0;8040.0;32160.0;2220.0;48600.0;3180.0;2340.0;660.0;12.72;16.54;66.17;4.57;6.54;4.81;1.36;STRESSFUL_AWAKE;41220.0;5160.0;;49.0;138.0;17.0;51.0;71.0;20.0;37.0;;;2.0;;;;;;;1697.0;591.0;13.0;16.0;10.0;11.0;2024-07-23T22:00:00.0;2.0;private;;;1.4166666666666667;;
120103153;;3098.0;884.0;2214.0;3098.0;;;3098.0;21814.0;;12744.0;12744.0;884.0;884.0;120103153.0;2024-07-24;;ff59ce9e151c4fce909d3089654ce5f1;12440.0;2024-07-23T22:00:00.0;2024-07-24T00:00:00.0;2024-07-24T22:00:00.0;2024-07-25T00:00:00.0;86400000.0;;2127.0;18549.0;40464.0;25260.0;True;True;False;False;107.0;1.0;707.232;491.8;232.0315;161.35171;150.0;10.0;45.0;132.0;47.0;58.0;GARMIN;15.0;89.0;5580.0;36360.0;32280.0;11700.0;85920.0;3240.0;1860.0;480.0;6.49;42.32;37.57;13.62;3.77;2.16;0.56;CALM;50040.0;24180.0;;46.0;126.0;71.0;70.0;100.0;32.0;38.0;80.0;;2.0;;;;;;;2033.0;497.0;13.0;16.0;10.0;14.0;2024-07-24T22:00:00.0;2.0;private;;;7.016666666666667;;
120103153;;2911.0;697.0;2214.0;2911.0;;;2911.0;24554.0;;17293.0;17293.0;697.0;697.0;120103153.0;2024-07-25;;7c12768e74d348dea3c392ad374a8ce2;14320.0;2024-07-24T22:00:00.0;2024-07-25T00:00:00.0;2024-07-25T22:00:00.0;2024-07-26T00:00:00.0;86400000.0;;2658.0;18521.0;41041.0;24180.0;True;True;False;False;21.0;6.0;180.59;1106.562;59.24869;363.04528;150.0;10.0;42.0;155.0;44.0;54.0;GARMIN;24.0;95.0;18840.0;35220.0;29520.0;2220.0;85800.0;10320.0;6060.0;2460.0;21.96;41.05;34.41;2.59;12.03;7.06;2.87;BALANCED;59400.0;24180.0;;42.0;153.0;63.0;77.0;99.0;24.0;24.0;63.0;;2.0;;;;;;;1264.0;449.0;13.0;16.0;9.0;11.0;2024-07-25T21:54:00.0;2.0;private;;;6.716666666666667;;
120103153;;1464.0;147.0;1317.0;1464.0;;;1464.0;5063.0;;4147.0;4147.0;147.0;147.0;120103153.0;2024-07-26;;27d56a1c844149b989496f832c5b970d;16320.0;2024-07-25T22:00:00.0;2024-07-26T00:00:00.0;2024-07-26T12:17:00.0;2024-07-26T14:17:00.0;51420000.0;;1199.0;5028.0;45193.0;0.0;True;False;False;False;0.0;1.0;0.0;0.0;0.0;0.0;150.0;10.0;55.0;108.0;59.0;56.0;GARMIN;38.0;89.0;8280.0;3600.0;7200.0;32280.0;51360.0;5280.0;2520.0;480.0;16.12;7.01;14.02;62.85;10.28;4.91;0.93;UNKNOWN;19080.0;0.0;;55.0;107.0;0.0;29.0;62.0;17.0;40.0;;;2.0;;;;;;;175.0;;13.0;15.0;10.0;13.0;2024-07-26T12:13:00.0;2.0;private;;;0.0;;
120103153;a5c0ce4c-7a13-4162-b597-145f87c2aed6;;;;;;;;;;;;;0.0;;2024-07-27;;;;;;;;;;;;;;False;False;False;False;;;;;;;;;;;;;GARMIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120103153;;3267.0;1053.0;2214.0;3267.0;;;3267.0;9980.0;;51593.0;8230.0;1053.0;1053.0;120103153.0;2024-07-28;;506831104abc4ddf8bfc6652b4057e73;16320.0;2024-07-27T22:00:00.0;2024-07-28T00:00:00.0;2024-07-28T22:00:00.0;2024-07-29T00:00:00.0;86400000.0;;823.0;6820.0;78757.0;0.0;True;True;False;False;35.0;44.0;14.403;13.324;4.72539;4.37139;150.0;10.0;53.0;177.0;56.0;54.0;GARMIN;49.0;97.0;13920.0;6120.0;17340.0;10140.0;47520.0;4440.0;4920.0;4560.0;29.29;12.88;36.49;21.34;9.34;10.35;9.6;BALANCED_AWAKE;37380.0;0.0;;53.0;175.0;0.0;50.0;66.0;16.0;16.0;;;2.0;;;;;;;84.0;140.0;13.0;18.0;10.0;14.0;2024-07-28T22:00:00.0;2.0;private;;;0.0;;
120103153;;3294.0;1080.0;2214.0;3294.0;;;3294.0;5062.0;;7189.0;4156.0;1080.0;1080.0;120103153.0;2024-07-29;;fcbbb7c4b28e47e0bcc747c6959d84ee;15690.0;2024-07-28T22:00:00.0;2024-07-29T00:00:00.0;2024-07-29T22:00:00.0;2024-07-30T00:00:00.0;86400000.0;;2076.0;4150.0;80174.0;0.0;True;True;False;False;38.0;20.0;3.048;3.942;1.0;1.29331;150.0;10.0;52.0;177.0;56.0;54.0;GARMIN;40.0;99.0;9540.0;4740.0;14280.0;56880.0;85440.0;5940.0;2040.0;1560.0;11.17;5.55;16.71;66.57;6.95;2.39;1.83;UNKNOWN;28560.0;0.0;;53.0;174.0;1.0;25.0;39.0;14.0;14.0;;;2.0;;;;;;;119.0;93.0;12.0;17.0;10.0;14.0;2024-07-29T21:43:00.0;2.0;private;;;0.0;;
120103153;;3019.0;805.0;2214.0;3019.0;;;3019.0;11315.0;;10506.0;10506.0;805.0;805.0;120103153.0;2024-07-30;;c9ce499aab8e458ea56bf13b01658059;13570.0;2024-07-29T22:00:00.0;2024-07-30T00:00:00.0;2024-07-30T22:00:00.0;2024-07-31T00:00:00.0;86400000.0;;4603.0;3292.0;78505.0;0.0;True;True;False;False;3.0;55.0;86.892;97.8;28.50787;32.08661;150.0;10.0;73.0;177.0;56.0;52.0;GARMIN;80.0;99.0;6600.0;;6900.0;72780.0;86280.0;180.0;1560.0;4860.0;7.65;0.0;8.0;84.35;0.21;1.81;5.63;UNKNOWN;13500.0;0.0;;75.0;176.0;0.0;21.0;26.0;5.0;5.0;;;2.0;;;;;;;97.0;167.0;12.0;15.0;10.0;11.0;2024-07-30T22:00:00.0;2.0;private;;;0.0;;
120103153;;3713.0;1499.0;2214.0;3713.0;;;;6507.0;;55088.0;5388.0;1499.0;1499.0;120103153.0;2024-07-31;;fafd40d37e5741fcb1970e4559dd2ac7;13120.0;2024-07-30T22:00:00.0;2024-07-31T00:00:00.0;2024-07-31T22:00:00.0;2024-08-01T00:00:00.0;86400000.0;;3455.0;4819.0;57486.0;20640.0;True;True;False;False;44.0;70.0;53.457;13.193;17.53839;4.32841;150.0;10.0;48.0;162.0;51.0;53.0;GARMIN;34.0;100.0;24960.0;38460.0;16320.0;6420.0;86160.0;11760.0;3660.0;9540.0;28.97;44.64;18.94;7.45;13.65;4.25;11.07;BALANCED;59040.0;20700.0;;49.0;161.0;48.0;48.0;53.0;5.0;5.0;48.0;;2.0;;;;;;;;161.0;13.0;18.0;10.0;13.0;2024-07-31T22:00:00.0;2.0;private;;;5.733333333333333;;
120103153;;2853.0;639.0;2214.0;2853.0;;;;14709.0;;12793.0;12793.0;639.0;639.0;120103153.0;2024-08-01;;d33f1207cea249b595fc945cfbc4a3e6;11800.0;2024-07-31T22:00:00.0;2024-08-01T00:00:00.0;2024-08-01T22:00:00.0;2024-08-02T00:00:00.0;86400000.0;;6916.0;6297.0;73187.0;0.0;True;False;False;False;6.0;5.0;9.144;8.683;3.0;2.84875;150.0;10.0;53.0;144.0;56.0;54.0;GARMIN;51.0;99.0;5280.0;2280.0;24480.0;54120.0;86160.0;1860.0;660.0;2760.0;6.13;2.65;28.41;62.81;2.16;0.77;3.2;STRESSFUL_AWAKE;32040.0;0.0;;54.0;144.0;0.0;0.0;5.0;5.0;5.0;;;2.0;;;;;;;;;13.0;14.0;10.0;14.0;2024-08-01T21:14:00.0;2.0;private;;;0.0;;
120103153;;3411.0;1197.0;2214.0;3411.0;;;3411.0;26420.0;;19769.0;19769.0;1197.0;1197.0;120103153.0;2024-08-02;;c1330f7ca0ff45e892c4968ad2ec0795;12090.0;2024-08-01T22:00:00.0;2024-08-02T00:00:00.0;2024-08-02T22:00:00.0;2024-08-03T00:00:00.0;86400000.0;;3535.0;21359.0;61506.0;0.0;True;True;False;False;109.0;27.0;671.914;609.855;220.44423;200.08366;150.0;10.0;51.0;156.0;54.0;55.0;GARMIN;28.0;87.0;10560.0;15000.0;26880.0;33600.0;86040.0;7680.0;2520.0;360.0;12.27;17.43;31.24;39.05;8.93;2.93;0.42;BALANCED_AWAKE;52440.0;0.0;;51.0;154.0;5.0;50.0;68.0;18.0;23.0;;;2.0;;;;;;;127.0;375.0;13.0;15.0;11.0;13.0;2024-08-02T22:00:00.0;2.0;private;;;0.0;;
120103153;;2237.0;48.0;2189.0;2237.0;;;2237.0;3733.0;;3057.0;3057.0;48.0;48.0;120103153.0;2024-08-03;;57e99ddb2c464525ab69d0bf56e2ac1a;14090.0;2024-08-02T22:00:00.0;2024-08-03T00:00:00.0;2024-08-03T22:00:00.0;2024-08-04T00:00:00.0;86400000.0;;1541.0;3445.0;63774.0;17640.0;True;False;False;False;0.0;0.0;10.233;7.906;3.35728;2.59383;150.0;10.0;42.0;92.0;43.0;53.0;GARMIN;19.0;82.0;17040.0;52740.0;6420.0;10140.0;86340.0;15840.0;1020.0;180.0;19.74;61.08;7.44;11.74;18.35;1.18;0.21;CALM;58500.0;17700.0;;43.0;92.0;62.0;61.0;85.0;23.0;24.0;;;2.0;;;;;;;225.0;;13.0;22.0;8.0;13.0;2024-08-03T21:49:00.0;2.0;private;;;4.9;;
120103153;;2750.0;561.0;2189.0;2750.0;;;2750.0;5982.0;;6332.0;4908.0;561.0;561.0;120103153.0;2024-08-04;;79e9a3615dd94044a6c794cf22e931b8;13060.0;2024-08-03T22:00:00.0;2024-08-04T00:00:00.0;2024-08-04T22:00:00.0;2024-08-05T00:00:00.0;86400000.0;;2034.0;5094.0;58452.0;20820.0;True;True;False;False;6.0;28.0;19.876;24.539;6.521;8.05085;150.0;10.0;43.0;140.0;44.0;51.0;GARMIN;26.0;96.0;17400.0;30300.0;10440.0;27840.0;85980.0;9240.0;4560.0;3600.0;20.24;35.24;12.14;32.38;10.75;5.3;4.19;BALANCED;37260.0;20880.0;;43.0;138.0;69.0;60.0;90.0;14.0;14.0;64.0;;2.0;;;;;;;70.0;41.0;13.0;20.0;10.0;16.0;2024-08-04T20:51:00.0;2.0;private;;;5.783333333333333;;
120103153;;2207.0;18.0;2189.0;2207.0;;;2207.0;1663.0;;1362.0;1362.0;18.0;18.0;120103153.0;2024-08-05;;8614f068573d4371a3dd4d7a9b17e7a3;11650.0;2024-08-04T22:00:00.0;2024-08-05T00:00:00.0;2024-08-05T22:00:00.0;2024-08-06T00:00:00.0;86400000.0;;450.0;1589.0;84361.0;0.0;True;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;150.0;10.0;43.0;87.0;49.0;50.0;GARMIN;16.0;57.0;3180.0;12240.0;1620.0;69360.0;86400.0;3060.0;120.0;;3.68;14.17;1.88;80.28;3.54;0.14;0.0;UNKNOWN;17040.0;0.0;;46.0;84.0;11.0;2.0;38.0;27.0;38.0;;;2.0;;;;;;;81.0;;13.0;15.0;10.0;12.0;2024-08-05T22:00:00.0;2.0;private;;;0.0;;
120103153;;3415.0;1226.0;2189.0;3415.0;;;;12849.0;;14304.0;10556.0;1226.0;1226.0;120103153.0;2024-08-06;;cd502e68503c42b19bd2baadddd179ac;9660.0;2024-08-05T22:00:00.0;2024-08-06T00:00:00.0;2024-08-06T22:00:00.0;2024-08-07T00:00:00.0;86400000.0;;4217.0;13032.0;38431.0;30720.0;True;True;False;False;5.0;81.0;0.0;2.191;0.0;0.71883;150.0;10.0;40.0;153.0;42.0;48.0;GARMIN;25.0;90.0;26820.0;36780.0;21240.0;840.0;85680.0;15720.0;8820.0;2280.0;31.3;42.93;24.79;0.98;18.35;10.29;2.66;BALANCED;54060.0;30780.0;;41.0;152.0;64.0;84.0;100.0;16.0;18.0;62.0;;2.0;;;;;;;;114.0;13.0;22.0;9.0;15.0;2024-08-06T22:00:00.0;2.0;private;;;8.533333333333333;;
120103153;;3598.0;1409.0;2189.0;3598.0;;;3598.0;18588.0;;17942.0;14940.0;1409.0;1409.0;120103153.0;2024-08-07;;ec0ad8cd91464323b72f9b8eb5f6b752;9980.0;2024-08-06T22:00:00.0;2024-08-07T00:00:00.0;2024-08-07T22:00:00.0;2024-08-08T00:00:00.0;86400000.0;;7829.0;9877.0;41814.0;26880.0;True;True;False;False;50.0;71.0;392.14300000000003;388.673;128.65584;127.51739;150.0;10.0;46.0;159.0;47.0;48.0;GARMIN;23.0;90.0;11700.0;35880.0;33420.0;5100.0;86100.0;7500.0;3000.0;1200.0;13.59;41.67;38.82;5.92;8.71;3.48;1.39;CALM;54240.0;26760.0;;47.0;158.0;68.0;71.0;80.0;12.0;15.0;64.0;;2.0;;;;;;;178.0;235.0;14.0;18.0;10.0;15.0;2024-08-07T22:00:00.0;2.0;private;;;7.466666666666667;;
120103153;;3906.0;1717.0;2189.0;3906.0;;;3906.0;14878.0;;25448.0;14454.0;1717.0;1717.0;120103153.0;2024-08-08;;b1e5b67412dd410691102ed484015c4c;11710.0;2024-08-07T22:00:00.0;2024-08-08T00:00:00.0;2024-08-08T22:00:00.0;2024-08-09T00:00:00.0;86400000.0;;5281.0;7628.0;39831.0;33660.0;True;True;False;False;20.0;95.0;41.108;46.654;13.48688;15.30643;150.0;10.0;42.0;190.0;44.0;46.0;GARMIN;27.0;99.0;19620.0;37560.0;23220.0;4920.0;85320.0;7920.0;5820.0;5880.0;23.0;44.02;27.22;5.77;9.28;6.82;6.89;BALANCED;46680.0;33720.0;;43.0;189.0;85.0;84.0;100.0;15.0;16.0;88.0;;2.0;;;;;;;161.0;318.0;13.0;17.0;9.0;17.0;2024-08-08T22:00:00.0;2.0;private;;;9.35;;
120103153;;3098.0;909.0;2189.0;3098.0;;;3098.0;12803.0;;12630.0;10523.0;909.0;909.0;120103153.0;2024-08-09;;009f7d23207f4fcbb56e1b45f6dad304;12350.0;2024-08-08T22:00:00.0;2024-08-09T00:00:00.0;2024-08-09T22:00:00.0;2024-08-10T00:00:00.0;86400000.0;;3508.0;8806.0;42526.0;31560.0;True;True;False;False;3.0;40.0;98.301;91.346;32.25098;29.96916;150.0;10.0;43.0;127.0;46.0;45.0;GARMIN;25.0;92.0;19320.0;45420.0;15120.0;5700.0;85560.0;12000.0;6180.0;1140.0;22.58;53.09;17.67;6.66;14.03;7.22;1.33;BALANCED;48420.0;31440.0;;45.0;126.0;74.0;62.0;90.0;16.0;28.0;;;2.0;;;;;;;171.0;64.0;13.0;18.0;9.0;16.0;2024-08-09T21:04:00.0;2.0;private;;;8.766666666666667;;
120103153;;2272.0;83.0;2189.0;2272.0;;;2272.0;3470.0;;2842.0;2842.0;83.0;83.0;120103153.0;2024-08-10;;b579a67e6dac484ab0523c35aac90738;12440.0;2024-08-09T22:00:00.0;2024-08-10T00:00:00.0;2024-08-10T22:00:00.0;2024-08-11T00:00:00.0;86400000.0;;1185.0;3075.0;54540.0;27600.0;True;False;False;False;0.0;0.0;0.0;2.068;0.0;0.67848;150.0;10.0;42.0;101.0;45.0;45.0;GARMIN;17.0;86.0;9300.0;39360.0;5340.0;32400.0;86400.0;5460.0;3540.0;300.0;10.76;45.56;6.18;37.5;6.32;4.1;0.35;UNKNOWN;28140.0;25860.0;;43.0;98.0;76.0;23.0;100.0;29.0;36.0;66.0;;2.0;;;;;;;321.0;;13.0;21.0;8.0;12.0;2024-08-10T22:00:00.0;2.0;private;;;7.666666666666667;;
120103153;;2343.0;154.0;2189.0;2343.0;;;2343.0;6634.0;;5433.0;5433.0;154.0;154.0;120103153.0;2024-08-11;;9a0b16a3bda14b9ea09b701188b8ae40;11550.0;2024-08-10T22:00:00.0;2024-08-11T00:00:00.0;2024-08-11T22:00:00.0;2024-08-12T00:00:00.0;86400000.0;;1485.0;4972.0;55103.0;24840.0;True;False;False;False;0.0;0.0;40.994;48.889;13.44948;16.0397;150.0;10.0;42.0;103.0;44.0;45.0;GARMIN;18.0;76.0;14100.0;48360.0;5280.0;18420.0;86160.0;12840.0;1200.0;60.0;16.36;56.13;6.13;21.38;14.9;1.39;0.07;CALM;42900.0;24840.0;;43.0;99.0;68.0;42.0;100.0;31.0;31.0;68.0;;2.0;;;;;;;321.0;;13.0;24.0;9.0;12.0;2024-08-11T22:00:00.0;2.0;private;;;6.9;;
120103153;;3510.0;1321.0;2189.0;3510.0;;;3510.0;10670.0;;13740.0;8739.0;1321.0;1321.0;120103153.0;2024-08-12;;72e63889accc4af78d866f83c37a8629;10570.0;2024-08-11T22:00:00.0;2024-08-12T00:00:00.0;2024-08-12T22:00:00.0;2024-08-13T00:00:00.0;86400000.0;;2871.0;9975.0;48534.0;25020.0;True;True;False;False;10.0;88.0;31.517;27.889;10.34022;9.14993;150.0;10.0;42.0;146.0;44.0;45.0;GARMIN;27.0;97.0;22560.0;37080.0;21600.0;4260.0;85500.0;13200.0;5880.0;3480.0;26.39;43.37;25.26;4.98;15.44;6.88;4.07;BALANCED;56160.0;25080.0;;43.0;144.0;68.0;79.0;95.0;17.0;20.0;62.0;;2.0;;;;;;;288.0;143.0;13.0;20.0;9.0;14.0;2024-08-12T22:00:00.0;2.0;private;;;6.95;;
120103153;;3644.0;1455.0;2189.0;3644.0;;;3644.0;31624.0;;23846.0;23846.0;1455.0;1455.0;120103153.0;2024-08-13;;4fa3d83db70e4c9298e5ac3ce6fa3cc7;10580.0;2024-08-12T22:00:00.0;2024-08-13T00:00:00.0;2024-08-13T22:00:00.0;2024-08-14T00:00:00.0;86400000.0;;3575.0;19959.0;62866.0;0.0;True;True;False;False;97.0;53.0;981.456;952.989;322.0;312.66043;150.0;10.0;55.0;174.0;49.0;46.0;GARMIN;54.0;93.0;20820.0;720.0;29160.0;35280.0;85980.0;9480.0;8280.0;3060.0;24.21;0.84;33.91;41.03;11.03;9.63;3.56;VERY_STRESSFUL_AWAKE;50700.0;0.0;;57.0;172.0;0.0;71.0;81.0;11.0;11.0;;;2.0;;;;;;;747.0;467.0;13.0;19.0;10.0;14.0;2024-08-13T20:55:00.0;2.0;private;;;0.0;;
120103153;;2870.0;681.0;2189.0;2870.0;;;2870.0;6489.0;;7257.0;5315.0;681.0;681.0;120103153.0;2024-08-14;;d42ea3b98a48453ea0a5efbc855593a5;12580.0;2024-08-13T22:00:00.0;2024-08-14T00:00:00.0;2024-08-14T22:00:00.0;2024-08-15T00:00:00.0;86400000.0;;1417.0;5623.0;79360.0;0.0;True;True;False;False;1.0;41.0;2.071;2.06;0.67946;0.67585;150.0;10.0;44.0;147.0;49.0;46.0;GARMIN;31.0;90.0;19980.0;14400.0;13080.0;38520.0;85980.0;16560.0;3120.0;300.0;23.24;16.75;15.21;44.8;19.26;3.63;0.35;BALANCED_AWAKE;47460.0;0.0;;45.0;147.0;7.0;60.0;86.0;26.0;30.0;;;2.0;;;;;;;27.0;58.0;13.0;18.0;9.0;13.0;2024-08-14T22:00:00.0;2.0;private;;;0.0;;
